,order_str,order_id
148,"[{'id': '25bb0a57c75b41198232bafd31751e44', 'dt': Timestamp('2018-08-03 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-03 04:15:00+0000', tz='UTC'), 'amount': -15, 'filled': -15, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}]",148
149,"[{'id': '86e3d276aab5413cafbd223d9e7fd4fe', 'dt': Timestamp('2018-08-06 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-06 04:15:00+0000', tz='UTC'), 'amount': 55, 'filled': 55, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '4a940dd0e854464380541f9d328a9696', 'dt': Timestamp('2018-08-06 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-06 04:15:00+0000', tz='UTC'), 'amount': 1, 'filled': 1, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}]",149
150,"[{'id': '957739fba4be4252b955f9a64eedf4bc', 'dt': Timestamp('2018-08-07 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-07 04:15:00+0000', tz='UTC'), 'amount': -1, 'filled': -1, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '5d773e7155e44fb0bdd2c218e9af27f3', 'dt': Timestamp('2018-08-07 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-07 04:15:00+0000', tz='UTC'), 'amount': -53, 'filled': -53, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}]",150
151,[],151
152,"[{'id': 'a2b009d3cf8745788ab308d5e327475b', 'dt': Timestamp('2018-08-09 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-09 04:15:00+0000', tz='UTC'), 'amount': 53, 'filled': 53, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'df53f57690b644cfa56379657bdb88ba', 'dt': Timestamp('2018-08-09 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-09 04:15:00+0000', tz='UTC'), 'amount': 1, 'filled': 1, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}]",152
153,"[{'id': '7549472cc7544a3facf66d77068e2a76', 'dt': Timestamp('2018-08-10 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-10 04:15:00+0000', tz='UTC'), 'amount': -1, 'filled': -1, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '4fe20fdd891a407895a3a6a3aec31989', 'dt': Timestamp('2018-08-10 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-10 04:15:00+0000', tz='UTC'), 'amount': -52, 'filled': -52, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(7 [SBIN]), 'status': <ORDER_STATUS.FILLED: 1>}]",153
154,[],154
155,[],155
156,"[{'id': 'ca56112c73534b42b0e873af887e5ccc', 'dt': Timestamp('2018-08-16 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-16 04:15:00+0000', tz='UTC'), 'amount': 29, 'filled': 29, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [HDFCBANK]), 'status': <ORDER_STATUS.FILLED: 1>}]",156
157,"[{'id': '11d8f2cb97df4497b63acde113616c48', 'dt': Timestamp('2018-08-17 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-17 04:15:00+0000', tz='UTC'), 'amount': -4, 'filled': -4, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [HDFCBANK]), 'status': <ORDER_STATUS.FILLED: 1>}]",157
158,"[{'id': '7e114360be5d4c439b9f3f32317048df', 'dt': Timestamp('2018-08-20 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 04:15:00+0000', tz='UTC'), 'amount': -3, 'filled': -3, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",158
159,[],159
160,[],160
161,"[{'id': '9388148d88e6410d9dcde85c549b3091', 'dt': Timestamp('2018-08-24 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-24 04:15:00+0000', tz='UTC'), 'amount': 5, 'filled': 5, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",161
162,"[{'id': 'cd31fdd255824540bb48cd84d910814b', 'dt': Timestamp('2018-08-27 04:16:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-27 04:15:00+0000', tz='UTC'), 'amount': -5, 'filled': -5, 'commission': 5.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [BAJFINANCE]), 'status': <ORDER_STATUS.FILLED: 1>}]",162
163,[],163
164,[],164
165,[],165
166,[],166
167,[],167
168,[],168
169,[],169
170,[],170
171,[],171
172,[],172
173,[],173
174,[],174
175,[],175
